Entity,Code,Day,Alpha,Beta,Gamma,Delta,Omicron (BA.1),Omicron (BA.2),Omicron (BA.2.12.1),Omicron (BA.2.75),Omicron (BA.4),Omicron (BA.5),Omicron (BQ.1),Omicron (XBB),Omicron (XBB.1.5),Omicron (XBB.1.16),Omicron (CH.1.1),Omicron (XBB.1.9),Omicron (XBB.2.3),Omicron (EG.5.1),Recombinant,non_who
Albania,ALB,2021-12-06,0,0,0,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Albania,ALB,2021-12-20,0,0,0,311,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Albania,ALB,2022-01-31,0,0,0,11,175,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Albania,ALB,2022-02-14,0,0,0,8,223,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Albania,ALB,2022-02-28,0,0,0,1,85,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Albania,ALB,2022-07-18,0,0,0,0,0,4,1,0,2,99,0,0,0,0,0,0,0,0,0,0
Algeria,DZA,2022-08-01,0,0,0,0,0,0,0,0,0,123,0,0,0,0,0,0,0,0,0,0
Argentina,ARG,2021-03-15,9,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82
Argentina,ARG,2021-03-29,32,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115
Argentina,ARG,2021-04-12,36,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107
Argentina,ARG,2021-04-26,55,1,159,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121
Argentina,ARG,2021-05-10,35,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,60
Argentina,ARG,2021-05-24,42,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
Argentina,ARG,2021-06-07,42,0,219,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
Argentina,ARG,2021-06-21,31,0,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
Argentina,ARG,2021-07-05,26,0,260,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Argentina,ARG,2021-07-19,12,0,249,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Argentina,ARG,2021-08-02,12,0,199,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Argentina,ARG,2021-08-16,11,0,282,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Argentina,ARG,2021-08-30,6,0,243,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Argentina,ARG,2021-09-13,2,0,204,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Argentina,ARG,2021-09-27,5,0,92,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Argentina,ARG,2021-10-11,1,0,81,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Argentina,ARG,2021-10-25,9,0,110,342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Argentina,ARG,2021-11-08,5,0,77,566,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Argentina,ARG,2021-11-22,0,0,23,603,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Argentina,ARG,2021-12-06,0,0,5,731,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Argentina,ARG,2021-12-20,1,0,2,585,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Argentina,ARG,2022-01-03,0,0,1,377,643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Argentina,ARG,2022-01-17,0,0,0,42,590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Argentina,ARG,2022-01-31,0,0,0,5,574,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Argentina,ARG,2022-02-14,0,0,0,1,331,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Argentina,ARG,2022-02-28,0,0,0,0,202,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Argentina,ARG,2022-03-14,0,0,0,0,116,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Argentina,ARG,2022-05-23,0,0,0,0,17,130,13,0,3,1,0,0,0,0,0,0,0,0,12,0
Argentina,ARG,2022-06-06,0,0,0,0,14,205,31,0,11,5,0,0,0,0,0,0,0,0,9,0
Argentina,ARG,2022-06-20,0,0,0,0,5,146,37,0,31,24,0,0,0,0,0,0,0,0,6,0
Argentina,ARG,2022-07-04,0,0,0,0,1,82,13,0,79,68,0,0,0,0,0,0,0,0,5,0
Argentina,ARG,2022-07-18,0,0,0,0,1,58,22,0,128,138,0,0,0,0,0,0,0,0,9,0
Argentina,ARG,2022-08-01,0,0,0,0,2,21,15,0,184,203,0,0,0,0,0,0,0,0,2,0
Argentina,ARG,2022-08-15,0,0,0,0,1,3,4,0,143,169,0,0,0,0,0,0,0,0,0,0
Argentina,ARG,2022-08-29,0,0,0,0,0,2,0,0,122,91,0,0,0,0,0,0,0,0,0,0
Argentina,ARG,2022-09-12,0,0,0,0,1,1,0,1,54,63,0,0,0,0,0,0,0,0,0,0
Argentina,ARG,2022-12-05,0,0,0,0,0,1,0,11,4,15,164,14,1,0,0,0,0,0,0,0
Argentina,ARG,2022-12-19,0,0,0,0,0,2,0,42,2,35,704,61,5,0,3,0,0,0,0,0
Argentina,ARG,2023-01-02,0,0,0,0,0,1,0,14,1,16,489,34,2,0,5,0,0,0,0,0
Argentina,ARG,2023-01-16,0,0,0,0,0,0,0,10,0,20,318,33,8,0,5,0,0,0,0,0
Argentina,ARG,2023-01-30,0,0,0,0,0,0,0,3,1,10,98,13,3,0,1,0,0,0,0,0
Aruba,ABW,2021-03-01,66,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62
Aruba,ABW,2021-03-15,63,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50
Aruba,ABW,2021-04-12,104,1,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
Aruba,ABW,2021-04-26,103,0,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
Aruba,ABW,2021-05-10,64,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
Aruba,ABW,2021-06-07,34,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
Aruba,ABW,2021-08-02,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aruba,ABW,2021-08-16,0,0,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aruba,ABW,2021-08-30,0,0,1,358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aruba,ABW,2021-09-13,0,0,0,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aruba,ABW,2021-09-27,0,0,0,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aruba,ABW,2021-12-06,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,AUS,2021-03-15,55,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53
Australia,AUS,2021-03-29,50,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66
Australia,AUS,2021-04-12,59,14,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
Australia,AUS,2021-04-26,86,18,3,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28
Australia,AUS,2021-05-10,37,2,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
Australia,AUS,2021-06-21,16,8,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Australia,AUS,2021-07-05,31,5,0,412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Australia,AUS,2021-07-19,9,0,0,1205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Australia,AUS,2021-08-02,4,0,0,2231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,AUS,2021-08-16,2,0,0,2786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,AUS,2021-08-30,0,0,0,3075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,AUS,2021-09-13,0,0,0,4606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,AUS,2021-09-27,0,0,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,AUS,2021-10-11,0,0,0,2503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,AUS,2021-10-25,0,0,0,2264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,AUS,2021-11-08,0,0,0,1691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,AUS,2021-11-22,0,0,0,1968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,AUS,2021-12-06,0,0,0,2473,49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,AUS,2021-12-20,0,0,0,2811,1384,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,AUS,2022-01-03,0,0,0,1234,3472,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Australia,AUS,2022-01-17,0,0,0,195,3717,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,AUS,2022-01-31,0,0,0,36,2624,146,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,AUS,2022-02-14,0,0,0,17,2752,389,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,AUS,2022-02-28,0,0,0,8,2326,697,0,0,0,0,0,0,0,0,0,0,0,0,3,1
Australia,AUS,2022-03-14,0,0,0,24,1934,2173,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Australia,AUS,2022-03-28,0,0,0,11,982,5307,0,0,0,0,0,0,0,0,0,0,0,0,4,0
Australia,AUS,2022-04-11,0,0,0,0,352,5413,4,0,1,1,0,0,0,0,0,0,0,0,6,1
Australia,AUS,2022-04-25,0,0,0,0,125,4810,8,0,8,4,0,0,0,0,0,0,0,0,4,0
Australia,AUS,2022-05-09,0,0,0,0,52,4789,32,0,25,16,0,0,0,0,0,0,0,0,1,0
Australia,AUS,2022-05-23,0,0,0,0,27,5013,85,0,94,75,0,0,0,0,0,0,0,0,21,0
Australia,AUS,2022-06-06,0,0,0,0,8,4563,173,0,252,396,0,0,0,0,0,0,0,0,12,0
Australia,AUS,2022-06-20,0,0,0,1,4,2835,177,0,407,825,0,0,0,0,0,0,0,0,5,0
Australia,AUS,2022-07-04,0,0,0,0,0,1592,216,4,599,2261,0,0,0,0,0,0,0,0,2,0
Australia,AUS,2022-07-18,0,0,0,0,0,683,121,15,597,3119,0,0,0,0,0,0,0,0,3,0
Australia,AUS,2022-08-01,0,0,0,0,0,306,44,31,445,3025,0,0,0,0,0,0,0,0,0,0
Australia,AUS,2022-08-15,0,0,0,0,0,150,30,65,412,3351,0,0,0,0,0,0,0,0,1,0
Australia,AUS,2022-08-29,0,0,0,0,0,111,8,155,362,3669,1,0,0,0,0,0,0,0,0,0
Australia,AUS,2022-09-12,0,0,0,0,0,57,5,171,294,2729,6,0,0,0,0,0,0,0,4,0
Australia,AUS,2022-09-26,0,0,0,0,0,71,2,253,239,2832,22,10,0,0,0,0,0,0,4,0
Australia,AUS,2022-10-10,0,0,0,0,1,93,0,281,202,2703,108,45,0,0,1,0,0,0,9,0
Australia,AUS,2022-10-24,0,0,0,0,1,100,0,453,263,2824,296,171,0,0,10,0,0,0,43,0
Australia,AUS,2022-11-07,0,0,0,0,0,151,0,908,211,2740,754,238,0,0,55,0,0,0,202,0
Australia,AUS,2022-11-21,0,0,0,0,0,155,0,1329,115,1841,987,247,0,0,123,2,0,0,519,0
Australia,AUS,2022-12-05,0,0,0,0,0,98,0,1366,32,866,907,193,0,0,145,3,0,0,681,0
Australia,AUS,2022-12-19,0,0,0,0,0,59,0,1496,20,502,818,112,12,0,183,3,0,0,840,0
Australia,AUS,2023-01-02,0,0,0,0,0,24,0,828,6,217,479,34,16,0,117,9,0,0,755,0
Australia,AUS,2023-01-16,0,0,0,0,0,22,0,907,6,161,428,42,36,0,226,7,2,0,931,0
Australia,AUS,2023-01-30,0,0,0,0,0,10,0,519,5,60,286,21,67,0,201,22,0,0,697,0
Australia,AUS,2023-02-13,0,0,0,0,0,9,0,404,1,40,208,23,207,0,213,50,2,0,673,0
Australia,AUS,2023-02-27,0,0,0,0,0,9,0,291,3,26,153,29,385,0,290,98,9,0,650,0
Australia,AUS,2023-03-13,0,0,0,0,0,6,0,156,2,11,69,17,609,23,289,216,12,0,451,0
Australia,AUS,2023-03-27,0,0,0,0,0,10,0,110,0,9,69,22,735,116,250,407,44,0,419,0
Australia,AUS,2023-04-10,0,0,0,0,0,5,0,55,0,2,44,36,735,209,240,588,74,0,383,1
Australia,AUS,2023-04-24,0,0,0,0,0,1,0,32,0,4,25,17,724,349,304,679,139,1,296,0
Australia,AUS,2023-05-08,0,0,0,0,0,2,0,13,0,2,14,21,672,538,284,726,158,1,333,0
Australia,AUS,2023-05-22,0,0,0,0,0,1,0,3,1,0,6,14,514,634,277,637,141,6,398,0
Australia,AUS,2023-06-05,0,0,0,0,0,2,0,4,0,0,3,14,443,714,294,631,156,12,497,0
Australia,AUS,2023-06-19,0,0,0,0,0,1,0,0,0,0,0,12,217,384,162,309,118,12,374,0
Australia,AUS,2023-07-03,0,0,0,0,0,0,0,1,0,0,1,10,117,249,153,183,76,36,318,0
Australia,AUS,2023-07-17,0,0,0,0,0,0,0,0,0,1,0,3,74,145,102,95,37,25,246,0
Australia,AUS,2023-07-31,0,0,0,0,0,1,0,0,0,0,0,2,55,154,50,82,32,40,146,0
Australia,AUS,2023-08-14,0,0,0,0,0,0,0,0,0,0,0,3,58,104,33,65,26,63,163,0
Australia,AUS,2023-08-28,0,0,0,0,0,1,0,0,0,0,0,6,36,94,19,47,25,162,152,0
Australia,AUS,2023-09-11,0,0,0,0,0,1,0,0,0,1,0,4,57,103,23,42,38,222,124,0
Australia,AUS,2023-09-25,0,0,0,0,0,5,0,0,0,0,0,1,38,52,1,25,25,145,36,0
Austria,AUT,2021-03-01,239,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87
Austria,AUT,2021-03-15,419,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91
Austria,AUT,2021-03-29,365,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
Austria,AUT,2021-04-12,200,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
Austria,AUT,2021-04-26,191,6,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
Austria,AUT,2021-05-10,219,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
Austria,AUT,2021-05-24,497,2,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38
Austria,AUT,2021-06-07,144,2,12,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
Austria,AUT,2021-06-21,332,2,6,394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
Austria,AUT,2021-07-05,82,0,0,317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Austria,AUT,2021-07-19,16,0,0,661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Austria,AUT,2021-08-02,6,1,1,630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Austria,AUT,2021-08-16,0,0,1,489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Austria,AUT,2021-08-30,0,0,0,596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Austria,AUT,2021-09-13,0,1,1,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Austria,AUT,2021-09-27,0,0,0,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Austria,AUT,2021-10-11,0,0,0,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Austria,AUT,2021-10-25,0,0,0,430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Austria,AUT,2021-11-08,0,0,0,439,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Austria,AUT,2021-11-22,0,0,0,408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Austria,AUT,2021-12-06,0,0,0,247,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Austria,AUT,2021-12-20,0,0,0,175,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Austria,AUT,2022-01-03,0,0,0,202,542,17,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Austria,AUT,2022-01-17,0,0,0,85,436,45,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Austria,AUT,2022-01-31,0,0,0,4,527,326,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Austria,AUT,2022-02-14,0,0,0,2,824,851,0,0,0,9,0,0,0,0,0,0,0,0,0,0
Austria,AUT,2022-02-28,0,0,0,2,739,385,0,0,0,0,0,0,0,0,0,0,0,0,1,2
Austria,AUT,2022-03-14,0,0,0,4,426,694,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Austria,AUT,2022-03-28,0,0,0,0,443,1138,0,0,0,0,0,0,0,0,0,0,0,0,2,11
Austria,AUT,2022-04-11,0,0,0,0,89,886,8,0,3,1,0,0,0,0,0,0,0,0,6,1
Austria,AUT,2022-04-25,0,0,0,1,25,770,28,0,55,15,0,0,0,0,0,0,0,0,2,1
Austria,AUT,2022-05-09,0,0,0,0,10,711,19,0,58,82,0,0,0,0,0,0,0,0,2,1
Austria,AUT,2022-05-23,0,0,0,5,3,791,133,0,71,204,0,0,0,0,0,0,0,0,10,0
Austria,AUT,2022-06-06,0,0,0,0,8,1457,178,0,76,385,0,0,0,0,0,0,0,0,6,0
Austria,AUT,2022-06-20,0,0,0,0,5,752,140,0,124,1039,0,0,0,0,0,0,0,0,10,0
Austria,AUT,2022-07-04,0,0,0,0,0,402,170,1,91,1139,0,0,0,0,0,0,0,0,8,0
Austria,AUT,2022-07-18,0,0,0,0,2,121,24,1,65,1041,0,0,0,0,0,0,0,0,11,0
Austria,AUT,2022-08-01,0,0,0,1,13,85,28,16,61,1378,44,0,0,0,0,0,0,0,15,0
Austria,AUT,2022-08-15,0,0,0,0,4,73,21,29,35,1043,65,1,0,0,0,0,0,0,14,1
Austria,AUT,2022-08-29,0,0,0,2,1,41,6,52,70,1761,0,1,0,0,0,0,0,0,8,0
Austria,AUT,2022-09-12,0,0,0,0,1,22,2,70,39,1183,3,0,0,0,0,0,0,0,8,0
Austria,AUT,2022-09-26,0,0,0,0,3,31,0,138,54,1679,24,1,0,0,0,0,0,0,11,0
Austria,AUT,2022-10-10,0,0,0,0,1,123,0,168,48,1897,84,21,0,0,1,0,0,0,6,0
Austria,AUT,2022-10-24,0,0,0,0,1,102,0,183,41,782,79,38,0,0,1,0,0,0,9,0
Austria,AUT,2022-11-07,0,0,0,0,3,45,0,155,25,1272,207,68,0,0,25,0,0,0,4,0
Austria,AUT,2022-11-21,0,0,0,0,4,42,0,177,13,1088,268,95,0,0,34,0,0,0,5,0
Austria,AUT,2022-12-05,0,0,0,0,0,12,0,124,21,1050,718,64,0,0,31,0,0,0,17,0
Austria,AUT,2022-12-19,0,0,0,0,0,21,0,121,8,704,742,40,2,0,64,2,0,0,26,0
Austria,AUT,2023-01-02,0,0,0,0,1,31,0,263,6,664,973,50,39,0,91,2,0,0,22,0
Austria,AUT,2023-01-16,0,0,0,0,1,17,0,174,2,377,726,28,99,0,87,5,0,0,21,0
Austria,AUT,2023-01-30,0,0,0,0,1,12,0,241,3,249,822,45,300,0,241,45,0,0,53,0
Austria,AUT,2023-02-13,0,0,0,0,1,4,0,205,2,133,575,39,676,0,201,121,0,0,52,0
Austria,AUT,2023-02-27,0,0,0,0,0,4,0,117,0,50,373,17,959,0,226,207,0,0,83,0
Austria,AUT,2023-03-13,0,0,0,0,0,1,0,81,0,33,202,16,1168,2,189,265,2,0,59,0
Austria,AUT,2023-03-27,0,0,0,0,0,1,0,34,0,16,85,11,931,8,114,262,2,0,43,0
Austria,AUT,2023-04-10,0,0,0,0,0,1,0,27,0,6,70,15,1263,16,133,476,7,0,51,0
Austria,AUT,2023-04-24,0,0,0,0,0,1,0,12,0,2,25,14,811,53,81,509,18,0,19,0
Austria,AUT,2023-05-08,0,0,0,0,0,0,0,1,0,4,5,3,455,55,28,256,27,0,6,0
Austria,AUT,2023-05-22,0,0,0,0,1,0,0,2,0,0,2,1,135,37,11,135,12,0,3,0
Austria,AUT,2023-06-05,0,0,0,0,0,0,0,3,0,0,0,1,269,101,24,236,45,1,4,0
Austria,AUT,2023-06-19,0,0,0,0,0,2,0,0,0,1,0,1,216,79,9,198,45,12,3,0
Austria,AUT,2023-07-03,0,0,0,0,0,1,0,0,0,2,0,2,133,66,3,115,55,36,5,0
Bahrain,BHR,2021-07-05,1,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bahrain,BHR,2021-08-02,3,1,1,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Bahrain,BHR,2021-08-30,1,0,0,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bahrain,BHR,2021-09-27,0,0,0,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bahrain,BHR,2021-10-11,0,0,0,349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bahrain,BHR,2021-10-25,0,0,0,382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bahrain,BHR,2021-11-08,0,0,0,418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bahrain,BHR,2021-11-22,0,0,0,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bahrain,BHR,2021-12-06,0,0,0,549,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bahrain,BHR,2021-12-20,0,0,0,298,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bahrain,BHR,2022-01-03,1,0,0,4,363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bahrain,BHR,2022-01-17,0,0,0,1,147,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bahrain,BHR,2022-02-14,0,0,0,11,73,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bahrain,BHR,2022-02-28,0,0,0,0,135,1490,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Bahrain,BHR,2022-03-14,0,0,0,0,15,411,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bahrain,BHR,2022-03-28,0,0,0,1,4,353,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bahrain,BHR,2022-04-11,0,0,0,1,4,245,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Bahrain,BHR,2022-04-25,0,0,0,0,1,262,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Bahrain,BHR,2022-05-09,0,0,0,0,0,262,4,0,5,19,0,0,0,0,0,0,0,0,0,0
Bahrain,BHR,2022-05-23,0,0,0,0,1,264,12,0,37,107,0,0,0,0,0,0,0,0,0,0
Bahrain,BHR,2022-06-06,0,0,0,0,0,38,4,0,6,53,0,0,0,0,0,0,0,0,0,0
Bahrain,BHR,2022-07-18,0,0,0,0,0,16,1,0,5,248,0,0,0,0,0,0,0,0,0,0
Bahrain,BHR,2022-08-01,0,0,0,0,0,6,0,2,2,138,0,0,0,0,0,0,0,0,0,0
Bahrain,BHR,2022-08-15,0,0,0,0,0,8,0,10,1,122,0,0,0,0,0,0,0,0,0,0
Bahrain,BHR,2023-01-16,0,0,0,0,0,1,0,9,0,6,16,35,13,0,8,38,0,0,1,0
Bahrain,BHR,2023-01-30,0,0,0,0,0,1,0,8,0,3,14,24,28,0,12,87,2,0,0,0
Bahrain,BHR,2023-02-13,0,0,0,0,0,1,0,2,0,1,10,19,22,0,6,88,3,0,1,0
Bangladesh,BGD,2021-03-29,16,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
Bangladesh,BGD,2021-04-12,10,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
Bangladesh,BGD,2021-07-05,1,4,0,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Bangladesh,BGD,2021-07-19,0,1,0,390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Bangladesh,BGD,2021-08-02,0,1,0,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bangladesh,BGD,2021-08-16,0,0,0,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Bangladesh,BGD,2021-08-30,0,0,0,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bangladesh,BGD,2021-09-13,0,0,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bangladesh,BGD,2021-09-27,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Bangladesh,BGD,2021-10-11,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bangladesh,BGD,2021-10-25,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bangladesh,BGD,2021-11-22,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bangladesh,BGD,2021-12-06,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bangladesh,BGD,2021-12-20,0,0,0,114,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Bangladesh,BGD,2022-01-03,0,0,0,104,37,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bangladesh,BGD,2022-01-17,0,0,0,65,202,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bangladesh,BGD,2022-01-31,0,0,0,4,102,224,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Bangladesh,BGD,2022-02-14,0,0,0,2,23,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bangladesh,BGD,2022-02-28,0,0,0,0,4,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bangladesh,BGD,2022-07-04,0,0,0,0,0,1,0,0,3,147,0,0,0,0,0,0,0,0,0,0
Belgium,BEL,2021-03-01,1179,169,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,711
Belgium,BEL,2021-03-15,1665,234,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,427
Belgium,BEL,2021-03-29,2580,177,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277
Belgium,BEL,2021-04-12,2481,75,248,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197
Belgium,BEL,2021-04-26,2568,62,295,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189
Belgium,BEL,2021-05-10,2665,50,241,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131
Belgium,BEL,2021-05-24,2529,46,317,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104
Belgium,BEL,2021-06-07,1832,22,245,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49
Belgium,BEL,2021-06-21,972,12,120,335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
Belgium,BEL,2021-07-05,409,8,19,937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
Belgium,BEL,2021-07-19,362,5,92,3056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
Belgium,BEL,2021-08-02,66,7,11,3455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
